,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk_err1,koi_duration_err1,koi_depth,koi_teq,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,ra,log,svm,cnn,Final_Selection
965,0,0,0,0,30.69395532,0.00035800000000000003,0.0166,18121.0,614,196.6,1,6137,193,-236,4.46,0.054000000000000006,-0.20199999999999999,294.2009,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
972,0,0,0,0,20.407484600000004,0.0134,0.49200000000000005,363.4,660,24.5,1,5823,158,-193,4.4719999999999995,0.052000000000000005,-0.20800000000000002,298.37384,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
974,0,0,0,0,32.7737631,0.00463,0.24100000000000002,564.5,686,21.7,1,5640,84,-76,4.0760000000000005,0.203,-0.087,290.88232,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
977,0,0,0,0,77.63424586,0.000517,0.0259,16612.0,325,185.5,1,4812,172,-172,4.548,0.066,-0.039,298.92593,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
999,0,0,0,0,62.56138789999999,0.00403,0.11,1372.6,417,35.0,1,5662,169,-152,4.56,0.042,-0.168,294.8161,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1002,0,0,0,0,32.85862571,0.00232,0.0838,162.8,691,36.4,1,5899,79,-79,4.135,0.027000000000000003,-0.027000000000000003,284.23398,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1007,0,0,0,0,8.56267266,0.0034799999999999996,0.129,608.1,768,15.2,3,5029,192,-174,4.428999999999999,0.13,-0.41600000000000004,284.34274,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1013,0,0,0,0,59.7711433,0.00298,0.107,574.5,522,38.5,1,6214,173,-217,4.382,0.087,-0.217,288.57443,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1014,0,0,0,0,10.08744556,0.00218,0.0713,568.1,942,39.9,1,6310,168,-205,4.417,0.065,-0.195,287.36127,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1015,0,0,0,0,16.34355902,0.0036299999999999995,0.122,829.4,730,34.0,1,5730,77,-86,4.394,0.08,-0.12,300.41751,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1022,0,0,0,0,19.58561177,0.00198,0.111,532.9,666,27.1,1,5618,112,-101,4.401,0.1,-0.1,295.79218,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1027,0,0,0,0,85.65424759999999,0.00387,0.122,476.0,522,36.6,1,5818,69,-86,4.065,0.20199999999999999,-0.081,286.40231,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1028,0,0,0,0,17.79108667,0.00197,0.0593,414.2,830,39.8,1,5855,79,-70,4.148,0.195,-0.105,296.08975,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1032,0,0,0,0,63.073224100000004,0.0035399999999999997,0.122,671.3,1077,30.0,1,6234,74,-74,3.2089999999999996,0.45799999999999996,-0.122,298.75018,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1034,0,0,0,0,78.54611059999999,0.00404,0.131,658.7,501,35.6,1,5808,78,-78,4.172,0.162,-0.10800000000000001,292.5878,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1044,0,0,0,0,109.4450597,0.00285,0.10800000000000001,1269.6,340,30.1,1,5403,107,-107,4.5,0.057999999999999996,-0.071,294.08392000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1051,0,0,0,0,16.84183355,0.00312,0.0991,822.1,699,23.6,1,5602,166,-150,4.404,0.11599999999999999,-0.188,299.25031,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1060,0,0,0,0,4.88753111,0.0036799999999999997,0.11699999999999999,679.6,1003,17.4,1,5568,166,-183,4.499,0.044000000000000004,-0.187,291.71146,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1062,0,0,0,0,2.8001112669999997,0.00121,0.0459,706.7,956,33.5,1,4786,130,-144,4.579,0.06,-0.03,291.22433,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1065,0,0,0,0,6.35585682,0.00481,0.184,176.6,503,9.2,2,3706,73,-92,4.747,0.033,-0.033,285.01309,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1067,0,0,0,0,5.05821338,0.000787,0.11199999999999999,748.3,1168,43.2,2,4883,146,-132,3.972,0.57,-0.38,290.54855,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1073,0,0,0,0,22.064020000000003,0.0028399999999999996,0.128,388.7,712,31.5,1,6232,173,-217,4.4319999999999995,0.054000000000000006,-0.22899999999999998,298.49329,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1074,0,0,0,0,5.756245244,0.000816,0.0321,623.6,773,45.5,1,4931,98,-98,4.605,0.018000000000000002,-0.049,280.92612,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1098,0,0,0,0,39.3135699,0.00315,0.0903,500.1,540,33.8,1,6060,163,-181,4.5089999999999995,0.048,-0.192,289.06433,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1103,0,0,0,0,46.2991052,0.00198,0.061,854.9,592,55.0,1,5396,160,-144,4.035,0.504,-0.21600000000000003,297.07861,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1104,0,0,0,0,35.01190875,0.002,0.0684,436.7,603,34.0,1,5872,70,-79,4.332,0.10300000000000001,-0.115,291.53439,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1112,0,0,0,0,6.31219171,0.00292,0.0922,403.7,1096,35.6,1,6322,169,-225,4.426,0.054000000000000006,-0.21600000000000003,292.13525,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1113,0,0,0,0,147.97391000000002,0.00512,0.168,1267.1,329,26.4,1,5578,100,-111,4.44,0.09,-0.099,292.59164,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1119,0,0,0,0,3.07644709,0.00224,0.0693,216.7,1253,29.3,3,5670,114,-114,4.397,0.095,-0.105,291.55695,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1120,0,0,0,0,2.11913005,0.009290000000000001,0.261,28.7,2090,21.5,1,5799,78,-78,3.813,0.078,-0.052000000000000005,294.2869,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1122,0,0,0,0,63.038036600000005,0.00282,0.0855,658.7,465,53.1,1,5798,104,-116,4.4110000000000005,0.085,-0.114,283.80953999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1128,0,0,0,0,134.4785189,0.00103,0.0565,4033.5,412,149.9,1,5791,117,-105,4.185,0.182,-0.098,289.34143,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1132,0,0,0,0,33.7888028,0.00345,0.102,649.2,611,36.0,1,6202,166,-203,4.436,0.054000000000000006,-0.20199999999999999,285.66711000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1133,0,0,0,0,3.215109385,0.00197,0.11199999999999999,158.0,1155,53.3,1,5541,100,-111,4.4719999999999995,0.055999999999999994,-0.10400000000000001,289.43811,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1140,0,0,0,0,86.74908070000001,0.00472,0.135,547.1,398,35.7,1,5579,111,-100,4.419,0.1,-0.1,292.77398999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1163,0,0,0,0,92.7297248,0.0034700000000000004,0.153,1257.5,276,43.3,1,4580,92,-92,4.641,0.012,-0.045,285.25366,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1164,0,0,0,0,30.523145899999996,0.00176,0.0888,2212.3,506,38.7,1,5518,166,-166,4.585,0.034,-0.136,288.31332000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1166,0,0,0,0,28.78270955,0.0024100000000000002,0.10800000000000001,864.5,443,40.1,1,4774,86,-76,4.58,0.03,-0.03,284.96967,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1180,0,0,0,0,124.03589939999999,0.00065,0.0278,7690.0,413,190.1,1,5822,79,-79,4.244,0.14300000000000002,-0.10400000000000001,287.97031,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1181,0,0,0,0,10.84969477,0.0021,0.0673,1122.1,676,43.5,1,5251,158,-158,4.592,0.032,-0.09699999999999999,286.00674,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1182,0,0,0,0,12.18420006,0.00282,0.0863,499.3,819,23.3,1,5771,104,-115,4.374,0.105,-0.105,290.32867000000005,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1186,0,0,0,0,13.59051547,0.0033,0.10400000000000001,621.9,724,27.7,1,5442,164,-164,4.409,0.135,-0.18,297.95416,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1188,0,0,0,0,89.1935737,0.0020399999999999997,0.07200000000000001,868.3,483,43.5,1,6071,134,-134,4.239,0.14300000000000002,-0.11699999999999999,294.74332000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1194,0,0,0,0,40.80957343,0.002,0.127,436.1,623,39.3,1,6183,110,-134,4.301,0.066,-0.114,286.22324,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1198,0,0,0,0,8.29482811,0.0024,0.0778,559.5,876,38.1,1,5773,173,-208,4.478,0.067,-0.20199999999999999,283.34427,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1214,0,0,0,0,5.69590202,0.000221,0.0106,4921.1,1043,391.2,1,6106,190,-233,4.497,0.052000000000000005,-0.221,296.1398,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1221,0,0,0,0,150.8783198,0.00213,0.0826,659.9,423,70.6,1,5504,87,-76,3.9989999999999997,0.304,-0.095,297.94016,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1227,0,0,0,0,2.64622742,0.00722,0.252,155.5,1082,8.4,3,5167,103,-103,4.555,0.036000000000000004,-0.05,292.23992999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1228,0,0,0,0,2.935362067,0.0015400000000000001,0.0388,1052.6,1022,38.0,1,4922,169,-169,4.505,0.084,-0.055999999999999994,285.21667,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1240,0,0,0,0,6.69332825,0.00259,0.10300000000000001,781.8,609,23.4,1,4245,85,-85,4.641,0.027000000000000003,-0.02,300.24222000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1241,0,0,0,0,7.72513619,0.0050100000000000006,0.174,382.2,581,10.5,2,4245,85,-85,4.641,0.027000000000000003,-0.02,300.24222000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1244,0,0,0,0,12.19140405,0.00312,0.0983,665.8,763,19.4,1,5516,166,-166,4.399,0.14400000000000002,-0.17600000000000002,300.1705,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1251,0,0,0,0,9.75374033,0.0035299999999999997,0.111,430.8,813,18.9,1,5806,157,-175,4.5280000000000005,0.044000000000000004,-0.187,293.90057,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1259,0,0,0,0,29.9685917,0.00413,0.134,309.5,644,26.5,1,6249,174,-217,4.428,0.054000000000000006,-0.20199999999999999,286.97128,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1276,0,0,0,0,10.27380957,0.00505,0.141,352.8,799,19.2,1,5806,69,-87,4.5280000000000005,0.023,-0.068,292.42758,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1279,0,0,0,0,13.36019864,0.0035600000000000002,0.113,699.9,520,21.3,1,4500,123,-137,4.638,0.018000000000000002,-0.049,286.47934,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1281,0,0,0,0,14.97974335,0.00343,0.171,1211.8,620,33.2,1,5062,194,-176,4.481,0.10400000000000001,-0.095,285.90848,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1282,0,0,0,0,8.84784273,0.00286,0.0995,460.2,479,21.1,1,3867,77,-84,4.718,0.027000000000000003,-0.033,285.08655,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1288,0,0,0,0,56.4931698,0.00583,0.17600000000000002,411.9,681,31.8,1,6160,123,-123,3.9760000000000004,0.18,-0.105,295.1391,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1291,0,0,0,0,5.78387049,0.00196,0.0681,413.3,1051,20.7,1,6063,181,-217,4.476,0.048,-0.192,295.30255,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1294,0,0,0,0,8.77425786,0.00296,0.076,239.6,771,22.3,1,5146,154,-138,4.445,0.1,-0.3,297.07465,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1297,0,0,0,0,29.455784100000002,0.0029100000000000003,0.10099999999999999,533.8,598,26.6,1,6036,162,-198,4.4910000000000005,0.052000000000000005,-0.20800000000000002,301.54297,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1309,0,0,0,0,78.7327023,0.00716,0.268,495.8,761,19.1,1,6715,179,-219,3.7539999999999996,0.292,-0.09699999999999999,297.5582,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1311,0,0,0,0,42.3375799,0.00815,0.157,354.8,311,18.1,1,4132,83,-91,4.6819999999999995,0.025,-0.022000000000000002,295.28854,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1316,0,0,0,0,10.86062378,0.00301,0.0856,189.6,1108,20.7,1,6455,175,-214,4.125,0.252,-0.168,291.54941,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1318,0,0,0,0,1.834277283,0.00379,0.086,286.5,1459,24.8,1,5751,173,-190,4.458,0.081,-0.18899999999999997,285.96802,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1324,0,0,0,0,5.186737262,0.0012,0.0521,712.7,860,25.7,1,5230,158,-158,4.593999999999999,0.032,-0.10400000000000001,288.66449,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1325,0,0,0,0,1.1512446859999999,0.00115,0.0679,269.6,1756,32.6,1,6086,164,-200,4.511,0.04,-0.21600000000000003,296.06625,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1328,0,0,0,0,2.42088277,0.00499,0.14,223.3,1616,20.7,1,5583,83,-75,4.077,0.21,-0.09,293.20377,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1329,0,0,0,0,16.85592593,0.00351,0.11699999999999999,871.5,408,19.5,1,3967,79,-79,4.6739999999999995,0.032,-0.017,291.7262,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1336,0,0,0,0,38.103908000000004,0.00476,0.223,961.1,456,20.3,1,5250,158,-158,4.522,0.08800000000000001,-0.07200000000000001,290.703,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1337,0,0,0,0,91.500873,0.0049299999999999995,0.126,704.8,310,22.6,1,5051,111,-90,4.628,0.017,-0.052000000000000005,296.85101000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1338,0,0,0,0,44.2993483,0.0049700000000000005,0.146,797.9,463,23.2,1,5316,85,-74,4.459,0.077,-0.063,282.03328999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1339,0,0,0,0,3.13877646,0.0033799999999999998,0.0922,174.1,1022,20.2,1,5242,157,-157,4.556,0.09,-0.099,299.85184,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1342,0,0,0,0,6.89213244,0.0039299999999999995,0.114,82.0,1177,17.3,1,6164,110,-135,4.227,0.11,-0.11,290.87137,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1351,0,0,0,0,23.34036251,0.0035399999999999997,0.111,615.1,601,18.2,1,5530,165,-165,4.425,0.153,-0.187,287.29251,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1352,0,0,0,0,15.03366411,0.00349,0.10300000000000001,374.9,669,22.2,1,5523,74,-82,4.526,0.026000000000000002,-0.111,298.45013,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1353,0,0,0,0,131.485184,0.00575,0.245,557.8,400,19.4,1,5765,105,-116,4.236000000000001,0.162,-0.10800000000000001,287.1532,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1358,0,0,0,0,147.281212,0.006679999999999999,0.217,452.8,353,17.3,1,5708,114,-103,4.365,0.115,-0.10300000000000001,292.31467000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1368,0,0,0,0,4.64495172,0.00521,0.12300000000000001,147.4,1209,19.8,1,6047,180,-180,4.343,0.128,-0.192,284.32852,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1369,0,0,0,0,16.48686712,0.0016899999999999999,0.11,987.9,760,22.1,1,6090,169,-232,4.447,0.06,-0.192,296.56006,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1380,0,0,0,0,31.032599100000002,0.00561,0.193,737.4,561,17.6,1,5841,182,-223,4.52,0.046,-0.184,296.71274,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1382,0,0,0,0,4.150297119,0.00149,0.0801,593.4,981,24.2,1,5290,84,-73,4.519,0.039,-0.07200000000000001,282.14923,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1383,0,0,0,0,5.89661966,0.00701,0.18899999999999997,144.0,1000,15.3,2,5392,80,-72,4.314,0.165,-0.15,285.93068999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1386,0,0,0,0,56.7769831,0.00413,0.152,884.3,491,33.6,2,6063,181,-181,4.476,0.055,-0.165,287.47763,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1389,0,0,0,0,18.508452600000002,0.0057,0.249,758.9,683,30.1,1,5942,176,-193,4.506,0.039,-0.20800000000000002,289.84286000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1399,0,0,0,0,6.2141496,0.00412,0.109,183.4,1506,53.4,1,5295,184,-184,3.617,0.84,-0.21,291.72916000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1400,0,0,0,0,31.5888979,0.0030600000000000002,0.0986,360.6,682,27.3,1,5866,105,-117,4.175,0.182,-0.098,294.56692999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1403,0,0,0,0,11.92979348,0.00464,0.122,709.3,770,27.8,1,5831,157,-192,4.5169999999999995,0.048,-0.204,288.30869,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1404,0,0,0,0,17.65737838,0.0007019999999999999,0.10099999999999999,2155.7,350,117.2,1,3745,51,-59,4.784,0.07,-0.07,284.35202000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1408,0,0,0,0,14.83340944,0.0049,0.179,783.0,694,19.1,1,5570,74,-83,4.471,0.064,-0.096,293.98357999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1413,0,0,0,0,22.133422399999997,0.00415,0.126,654.6,507,16.3,1,5165,153,-138,4.633,0.033,-0.08199999999999999,297.28549,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1415,0,0,0,0,4.19577385,0.00324,0.0918,874.2,1047,23.3,1,5229,183,-183,4.378,0.16,-0.24,294.84002999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1417,0,0,0,0,4.5620407,0.0030800000000000003,0.079,81.6,1533,22.8,1,5343,85,-74,3.764,0.23800000000000002,-0.102,297.65143,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1418,0,0,0,0,7.5966998,0.0037600000000000003,0.102,127.5,964,24.5,2,5716,103,-114,4.343,0.115,-0.115,285.13831,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1423,0,0,0,0,76.421501,0.0132,0.396,578.4,455,23.9,1,5561,83,-75,4.263,0.168,-0.11199999999999999,289.97934,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1428,0,0,0,0,95.6114617,0.00644,0.244,487.4,421,21.6,1,6002,71,-89,4.4239999999999995,0.032,-0.12,296.70724,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1431,0,0,0,0,8.77997349,0.00315,0.0981,755.7,713,32.7,1,5191,155,-155,4.5969999999999995,0.03,-0.09,291.91287,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1442,0,0,0,0,1.615357809,0.00121,0.0377,499.6,806,31.2,1,3821,76,-84,4.755,0.055999999999999994,-0.027999999999999997,292.76993,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1445,0,0,0,0,6.78341325,0.00307,0.0785,501.2,2628,35.3,1,5096,77,-46,2.435,0.11699999999999999,-0.14300000000000002,292.95416,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1447,0,0,0,0,42.426964700000006,0.00663,0.634,632.4,496,26.0,1,5330,79,-79,4.3660000000000005,0.13699999999999998,-0.125,295.66287,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1452,0,0,0,0,2.81814715,0.00321,0.0974,278.6,1059,16.5,1,5167,103,-103,4.555,0.036000000000000004,-0.05,292.23992999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1453,0,0,0,0,0.76196247,0.00244,0.0834,190.2,1638,18.3,2,5167,103,-103,4.555,0.036000000000000004,-0.05,292.23992999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1455,0,0,0,0,3.70063251,0.00406,0.102,68.6,1329,29.8,1,5423,108,-97,4.105,0.36,-0.11199999999999999,292.25247,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1457,0,0,0,0,9.76293284,0.0036,0.11599999999999999,553.2,703,23.6,1,5052,151,-151,4.503,0.08800000000000001,-0.07200000000000001,300.61969,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1461,0,0,0,0,2.19251903,0.0104,0.33299999999999996,18.1,1225,6.6,4,5450,108,-108,4.563,0.017,-0.094,285.20749,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1464,0,0,0,0,10.44087398,0.00406,0.122,821.5,829,22.2,1,5738,156,-173,4.426,0.10099999999999999,-0.188,295.164,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1465,0,0,0,0,39.7557642,0.00443,0.28,621.8,325,10.2,2,4405,119,-146,4.732,0.057999999999999996,-0.031,292.37979,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1466,0,0,0,0,10.27127527,0.00475,0.15,343.5,510,17.5,1,4405,119,-146,4.732,0.057999999999999996,-0.031,292.37979,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1470,0,0,0,0,20.6180348,0.00464,0.185,769.5,359,16.3,2,3757,74,-82,4.681,0.039,-0.015,285.57434,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1473,0,0,0,0,3.88148385,0.00773,0.203,36.3,1156,11.9,1,5854,105,-128,4.468999999999999,0.04,-0.12,289.68671,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1476,0,0,0,0,11.96407399,0.00512,0.14800000000000002,784.2,808,22.9,1,5903,158,-175,4.437,0.10099999999999999,-0.188,280.31487999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1479,0,0,0,0,4.267961416,0.0017699999999999999,0.0603,127.4,1371,24.6,1,6395,176,-242,4.275,0.153,-0.187,280.69046000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1483,0,0,0,0,9.30991834,0.00518,0.133,114.5,913,19.2,1,5806,104,-116,4.353,0.105,-0.11599999999999999,291.60675,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1484,0,0,0,0,3.98864999,0.009909999999999999,0.258,94.2,1233,12.4,1,5692,77,-77,4.288,0.13699999999999998,-0.11199999999999999,284.72893999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1485,0,0,0,0,2.524017517,0.00221,0.0723,303.0,1203,19.8,1,5420,177,-161,4.487,0.077,-0.14300000000000002,293.94116,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1486,0,0,0,0,25.112336199999998,0.012,0.455,398.8,691,11.8,1,6133,171,-236,4.367,0.105,-0.21,285.36517000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1487,0,0,0,0,3.55557922,0.00535,0.159,60.4,1270,15.5,1,5839,147,-161,4.337,0.153,-0.187,294.99585,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1490,0,0,0,0,5.25419589,0.00335,0.0812,461.8,1093,26.1,1,6123,190,-232,4.4719999999999995,0.054000000000000006,-0.21600000000000003,292.31512000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1492,0,0,0,0,3.92453009,0.00398,0.107,463.5,1074,25.3,1,5776,181,-201,4.553999999999999,0.042,-0.168,292.6904,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1493,0,0,0,0,11.60653061,0.00387,0.11900000000000001,771.7,584,17.8,1,4703,74,-84,4.582,0.049,-0.017,292.90161,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1504,0,0,0,0,47.7052566,0.01,0.251,1161.5,347,22.8,1,4551,90,-90,4.609,0.036000000000000004,-0.018000000000000002,294.00543,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1513,0,0,0,0,8.28157072,0.00647,0.21600000000000003,139.2,956,12.9,1,5640,76,-76,4.288,0.14300000000000002,-0.10400000000000001,296.603,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1514,0,0,0,0,0.82628442,0.00148,0.0532,134.9,1629,25.6,1,5218,73,-83,4.548,0.025,-0.07,293.13705,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1515,0,0,0,0,6.37705295,0.004529999999999999,0.147,502.8,935,17.9,1,5672,160,-200,4.503,0.044000000000000004,-0.17600000000000002,281.59235,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1521,0,0,0,0,2.27050106,0.0041600000000000005,0.111,106.7,903,15.9,1,4671,139,-153,4.721,0.048,-0.027999999999999997,298.41931,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1528,0,0,0,0,1.347512632,0.000724,0.03,2651.8,1346,88.7,1,5316,186,-186,4.585,0.083,-0.053,298.77756,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1531,0,0,0,0,18.55581565,0.0038299999999999996,0.115,565.9,1793,33.2,1,5988,335,-503,2.9819999999999998,0.273,-0.11699999999999999,291.28772000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1532,0,0,0,0,13.33094869,0.00228,0.133,725.6,815,17.1,1,5991,161,-179,4.394,0.105,-0.195,281.26013,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1542,0,0,0,0,20.49041,0.00763,0.17,661.8,625,23.3,1,5681,180,-200,4.524,0.036000000000000004,-0.204,296.18829,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1543,0,0,0,0,11.1296971,0.00645,0.218,371.0,843,14.7,1,6122,190,-232,4.487,0.052000000000000005,-0.20800000000000002,296.60141,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
1545,0,0,0,0,12.7372371,0.00864,0.225,100.8,697,12.9,1,5420,108,-97,4.502,0.057999999999999996,-0.078,294.35092000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
